날짜,종가,대비
2016.1.28,1118.26,-2.14
2016.1.27,1120.4,7.07
2016.1.26,1113.33,13.01
2016.1.25,1100.33,1.88
2016.1.22,1098.45,-4
2016.1.21,1102.45,11.01
2016.1.20,1091.44,2.71
2016.1.19,1088.74,-1.61
2016.1.18,1090.36,8.53
2016.1.15,1081.83,-9.53
2016.1.14,1091.35,6.6
2016.1.13,1084.75,-11.29
2016.1.12,1096.04,-10.36
2016.1.11,1106.4,2.7
2016.1.8,1103.7,3.95
2016.1.7,1099.75,20.48
2016.1.6,1079.27,1.41
2016.1.5,1077.86,9.61
2016.1.4,1068.25,-2.66
2015.12.30,1070.91,-3
2015.12.29,1073.91,0.02
2015.12.28,1073.89,-0.46
2015.12.24,1074.35,-0.68
2015.12.23,1075.03,-3.52
2015.12.22,1078.55,9.62
2015.12.21,1068.92,11.59
2015.12.18,1057.34,-9.68
2015.12.17,1067.02,1.93
2015.12.16,1065.09,1.38
2015.12.15,1063.71,-11.44
2015.12.14,1075.15,5.62
2015.12.11,1069.54,-3.17
2015.12.10,1072.7,-4.04
2015.12.9,1076.74,3.62
2015.12.8,1073.12,-11.59
2015.12.7,1084.7,21.95
2015.12.4,1062.75,9.44
2015.12.3,1053.31,-14.47
2015.12.2,1067.78,-4.69
2015.12.1,1072.47,16.59
2015.11.30,1055.88,-12.55
2015.11.27,1068.44,-4.84
2015.11.26,1073.29,-5.46
2015.11.25,1078.75,7.03
2015.11.24,1071.72,1.22
2015.11.23,1070.51,-15.45
2015.11.20,1085.95,8.04
2015.11.19,1077.9,6.82
2015.11.18,1071.09,-7.37
2015.11.17,1078.45,-17.2
2015.11.16,1095.65,13.47
2015.11.13,1082.18,-6.22
2015.11.12,1088.4,-3.65
2015.11.11,1092.05,-0.74
2015.11.10,1092.79,-1.02
2015.11.9,1093.82,-15.73
2015.11.6,1109.55,-0.3
2015.11.5,1109.85,-11.03
2015.11.4,1120.88,-17.17
2015.11.3,1138.05,-3.9
2015.11.2,1141.95,-6.5
2015.10.30,1148.45,-13.12
2015.10.29,1161.58,-9.38
2015.10.28,1170.95,5.51
2015.10.27,1165.43,-0.32
2015.10.26,1165.75,-3.6
2015.10.23,1169.35,3.4
2015.10.22,1165.95,-10.82
2015.10.21,1176.77,5.02
2015.10.20,1171.75,-1.5
2015.10.19,1173.26,-4.75
2015.10.16,1178.01,-7.56
2015.10.15,1185.57,11.62
2015.10.14,1173.95,17.79
2015.10.13,1156.16,-8.29
2015.10.12,1164.45,21.75
2015.10.8,1142.7,-9.3
2015.10.7,1152.01,14.59
2015.10.6,1137.42,2.75
2015.10.5,1134.67,23.93
2015.10.2,1110.74,-1.91
2015.10.1,1112.64,-13.71
2015.9.30,1126.35,-21.57
2015.9.25,1147.92,13.22
2015.9.24,1134.7,7.86
2015.9.23,1126.85,-7.34
2015.9.22,1134.18,-5.49
2015.9.21,1139.67,9.71
2015.9.18,1129.96,9.78
2015.9.17,1120.18,14.99
2015.9.16,1105.18,-3.46
2015.9.15,1108.65,0.94
2015.9.14,1107.71,-3.44
2015.9.11,1111.15,4.3
2015.9.10,1106.85,-16.1
2015.9.9,1122.95,3.63
2015.9.8,1119.32,-4.24
2015.9.7,1123.55,-1.79
2015.9.4,1125.35,-7.75
2015.9.3,1133.09,-8.85
2015.9.2,1141.94,-0.52
2015.9.1,1142.45,8.61
2015.8.31,1133.85,2.3
2015.8.28,1131.55,4.35
2015.8.27,1127.2,-9.45
2015.8.26,1136.65,-16.2
2015.8.25,1152.86,-1.29
2015.8.24,1154.15,-9.3
2015.8.21,1163.45,23.91
2015.8.20,1139.54,20.8
2015.8.19,1118.74,0.29
2015.8.18,1118.45,0.14
2015.8.17,1118.31,3.35
2015.8.13,1121.85,9.08
2015.8.12,1112.77,10.79
2015.8.11,1101.98,5.55
2015.8.10,1096.43,7.37
2015.8.7,1089.06,2.56
2015.8.6,1086.5,-0.25
2015.8.5,1086.75,-1.3
2015.8.4,1088.05,-7.5
2015.8.3,1095.55,11
2015.7.31,1084.55,-3.85
2015.7.30,1088.4,-10.05
2015.7.29,1098.45,1.45
2015.7.28,1097,-2.75
2015.7.27,1099.75,13.99
2015.7.24,1085.76,-12.36
2015.7.23,1098.12,1.44
2015.7.22,1096.68,-5.16
2015.7.21,1101.84,-7.72
2015.7.20,1109.56,-35.31
2015.7.17,1144.87,-2.22
2015.7.16,1147.09,-7.56
2015.7.15,1154.65,-0.4
2015.7.14,1155.05,-4.96
2015.7.13,1160.01,-3.32
2015.7.10,1163.33,-1.34
2015.7.9,1164.67,13.8
2015.7.8,1150.87,-17.68
2015.7.7,1168.55,2.25
2015.7.6,1166.3,-1.55
2015.7.3,1167.85,2.83
2015.7.2,1165.03,-8.55
2015.7.1,1173.58,-3.92
2015.6.30,1177.51,-6.95
2015.6.29,1184.45,10.1
2015.6.26,1174.35,-3.33
2015.6.25,1177.68,-0.67
2015.6.24,1178.35,-7.64
2015.6.23,1185.99,-11.26
2015.6.22,1197.25,-4.15
2015.6.19,1201.4,13.35
2015.6.18,1188.05,7.77
2015.6.17,1180.28,-3.97
2015.6.16,1184.25,3.54
2015.6.15,1180.71,-1.15
2015.6.12,1181.86,-3.94
2015.6.11,1185.8,4.84
2015.6.10,1180.95,3.15
2015.6.9,1177.8,4.95
2015.6.8,1172.86,-5
2015.6.5,1177.85,-6
2015.6.4,1183.85,-8.6
2015.6.3,1192.45,4.3
2015.6.2,1188.15,-2.9
2015.6.1,1191.05,2.1
2015.5.29,1188.95,1.01
2015.5.28,1187.94,-1.43
2015.5.27,1189.37,-13.98
2015.5.26,1203.35,-5.7
2015.5.22,1209.05,-1.09
2015.5.21,1210.14,4.79
2015.5.20,1205.35,-16.9
2015.5.19,1222.25,-7.48
2015.5.18,1229.73,11.63
2015.5.15,1218.1,2.85
2015.5.14,1215.25,22.43
2015.5.13,1192.82,9.97
2015.5.12,1182.85,-6.24
2015.5.11,1189.09,5.18
2015.5.8,1183.9,-5.06
2015.5.7,1188.96,-6.75
2015.5.6,1195.71,11.11
2015.5.4,1184.6,-19.12
2015.4.30,1203.72,-5.49
2015.4.29,1209.2,8.65
2015.4.28,1200.55,17.54
2015.4.27,1183.02,-8.7
2015.4.24,1191.71,3.23
2015.4.23,1188.47,-14.84
2015.4.22,1203.32,8.06
2015.4.21,1195.25,-9.6
2015.4.20,1204.85,3.9
2015.4.17,1200.95,-3.44
2015.4.16,1204.39,10.42
2015.4.15,1193.97,-1.21
2015.4.14,1195.18,-9.61
2015.4.13,1204.79,9.43
2015.4.10,1195.36,1.11
2015.4.9,1194.25,-15.39
2015.4.8,1209.64,-3.8
2015.4.7,1213.44,-3.83
2015.4.6,1217.28,13.34
2015.4.2,1203.94,17.74
2015.4.1,1186.2,3.85
2015.3.31,1182.35,-11.26
2015.3.30,1193.61,-11.18
2015.3.27,1204.79,3.43
2015.3.26,1201.36,11.01
2015.3.25,1190.35,2.32
2015.3.24,1188.03,6.17
2015.3.23,1181.86,12.44
2015.3.20,1169.42,-3.12
2015.3.19,1172.54,22.9
2015.3.18,1149.63,-4.79
2015.3.17,1154.42,-8.38
2015.3.16,1162.8,2
2015.3.13,1160.8,-0.35
2015.3.12,1161.15,-2.54
2015.3.11,1163.69,1.88
2015.3.10,1161.81,-10.57
2015.3.9,1172.38,-26.48
2015.3.6,1198.86,-4.93
2015.3.5,1203.8,-4.71
2015.3.4,1208.5,-2.08
2015.3.3,1210.59,-11.82
2015.3.2,1222.41,12.49
2015.2.27,1209.91,-0.87
2015.2.26,1210.79,0.42
2015.2.25,1210.37,9.31
2015.2.24,1201.05,-2.23
2015.2.23,1203.28,-24.25
2015.2.17,1227.52,-4.3
2015.2.16,1231.82,2.42
2015.2.13,1229.4,7.09
2015.2.12,1222.31,-15.91
2015.2.11,1238.22,-6.71
2015.2.10,1244.93,6.23
2015.2.9,1238.7,-29.55
2015.2.6,1268.26,-4.96
2015.2.5,1273.21,9.12
2015.2.4,1264.09,-14.07
2015.2.3,1278.16,-1.98
2015.2.2,1280.14,19.08
2015.1.30,1261.06,-22
2015.1.29,1283.07,-8.73
2015.1.28,1291.8,11.9
2015.1.27,1279.9,-12.01
2015.1.26,1291.91,-3.85
2015.1.23,1295.77,6.54
2015.1.22,1289.23,-13.29
2015.1.21,1302.52,26.66
2015.1.20,1275.86,-1.34
2015.1.19,1277.2,19.21
2015.1.16,1257.98,29.89
2015.1.15,1228.1,-0.28
2015.1.14,1228.38,-6.13
2015.1.13,1234.51,4.72
2015.1.12,1229.79,16.95
2015.1.9,1212.85,3.68
2015.1.8,1209.16,-5.65
2015.1.7,1214.82,7.88
2015.1.6,1206.93,10.85
2015.1.5,1196.09,8.79
2015.1.2,1187.3,-0.65
2014.12.30,1187.94,-7.36
2014.12.29,1195.31,8.73
2014.12.26,1186.58,7.32
2014.12.24,1179.26,-0.94
2014.12.23,1180.2,-19.4
2014.12.22,1199.6,-0.01
2014.12.19,1199.61,-0.1
2014.12.18,1199.7,1.55
2014.12.17,1198.15,1.87
2014.12.16,1196.28,-22.73
2014.12.15,1219.02,-3.19
2014.12.12,1222.21,-2.67
2014.12.11,1224.88,-10.51
2014.12.10,1235.39,32.9
2014.12.9,1202.49,8.61
2014.12.8,1193.88,-10.55
2014.12.5,1204.43,-3.13
2014.12.4,1207.56,6.75
2014.12.3,1200.81,-8.54
2014.12.2,1209.36,57.41
2014.12.1,1151.94,-33.31
2014.11.28,1185.26,-10.06
2014.11.27,1195.32,-4.58
2014.11.26,1199.9,0.72
2014.11.25,1199.18,-1.93
2014.11.24,1201.11,8.62
2014.11.21,1192.48,8.95
2014.11.20,1183.54,-10.91
2014.11.19,1194.44,6.68
2014.11.18,1187.76,-2.27
2014.11.17,1190.04,34.38
2014.11.14,1155.65,-5.88
2014.11.13,1161.53,-6.91
2014.11.12,1168.43,16.12
2014.11.11,1152.32,-19.64
2014.11.10,1171.95,37.7
2014.11.7,1134.24,-10.78
2014.11.6,1145.02,-7.62
2014.11.5,1152.64,-15.27
2014.11.4,1167.91,-1.96
2014.11.3,1169.87,-15.39
2014.10.31,1185.27,-21.64
2014.10.30,1206.9,-23.09
2014.10.29,1229.99,0.81
2014.10.28,1229.18,-1.95
2014.10.27,1231.12,0
2014.10.24,1231.12,-13.47
2014.10.23,1244.6,-3.74
2014.10.22,1248.34,-1.66
2014.10.21,1249.99,11.89
2014.10.20,1238.11,-2.24
2014.10.17,1240.35,0.34
2014.10.16,1240,13.71
2014.10.15,1226.29,-8.47
2014.10.14,1234.76,-0.05
2014.10.13,1234.81,11.75
2014.10.10,1223.06,9.03
2014.10.8,1214.03,8.96
2014.10.7,1205.07,17.05
2014.10.6,1188.03,-30.32
2014.10.2,1218.35,12.03
2014.10.1,1206.32,-11.05
2014.9.30,1217.37,0.1
2014.9.29,1217.27,-6.45
2014.9.26,1223.71,11.34
2014.9.25,1212.38,-11.35
2014.9.24,1223.72,6.66
2014.9.23,1217.06,4.37
2014.9.22,1212.69,-11.87
2014.9.19,1224.57,-0.06
2014.9.18,1224.62,-12.4
2014.9.17,1237.03,1.75
2014.9.16,1235.28,2
2014.9.15,1233.28,-2.86
2014.9.12,1236.13,-10.87
2014.9.11,1247,-18.23
2014.9.5,1265.23,-5.84
2014.9.4,1271.08,2.68
2014.9.3,1268.39,-13.4
2014.9.2,1281.8,-6.07
2014.9.1,1287.87,-1.09
2014.8.29,1288.95,2.63
2014.8.28,1286.33,2.31
2014.8.27,1284.01,1.21
2014.8.26,1282.8,4.96
2014.8.25,1277.84,-2.79
2014.8.22,1280.62,-0.35
2014.8.21,1280.97,-15.45
2014.8.20,1296.42,-3.12
2014.8.19,1299.55,-2.06
2014.8.18,1301.61,-10.97
2014.8.14,1312.58,1.92
2014.8.13,1310.66,2.5
2014.8.12,1308.15,2.09
2014.8.11,1306.07,-13.49
2014.8.8,1319.56,13.31
2014.8.7,1306.25,14.97
2014.8.6,1291.28,-0.69
2014.8.5,1291.97,-1.61
2014.8.4,1293.59,9.24
2014.8.1,1284.35,-9.71
2014.7.31,1294.06,-5.72
2014.7.30,1299.78,-5.04
2014.7.29,1304.82,-0.6
2014.7.28,1305.42,11.87
2014.7.25,1293.56,-1.65
2014.7.24,1295.2,-10.61
2014.7.23,1305.82,-1.32
2014.7.22,1307.13,-3.84
2014.7.21,1310.97,-1.04
2014.7.18,1312.02,5
2014.7.17,1307.03,8.65
2014.7.16,1298.37,-9.94
2014.7.15,1308.31,-19.36
2014.7.14,1327.66,-9.65
2014.7.11,1337.32,7.43
2014.7.10,1329.88,4.88
2014.7.9,1325.01,6.32
2014.7.8,1318.69,5.83
2014.7.7,1312.87,-8.09
2014.7.4,1320.95,-1.59
2014.7.3,1322.55,-2.89
2014.7.2,1325.44,-1.15
2014.7.1,1326.59,10.43
2014.6.30,1316.16,-3.44
2014.6.27,1319.61,2.65
2014.6.26,1316.95,4.3
2014.6.25,1312.65,-2.85
2014.6.24,1315.49,2.11
2014.6.23,1313.38,-0.08
2014.6.20,1313.46,35.61
2014.6.19,1277.86,9.38
2014.6.18,1268.48,3.7
2014.6.17,1264.78,-17.22
2014.6.16,1282,10.7
2014.6.13,1271.3,10.33
2014.6.12,1260.97,-0.05
2014.6.11,1261.02,6.05
2014.6.10,1254.96,1.49
2014.6.9,1253.47,9.44
2014.6.5,1244.04,-2.01
2014.6.3,1246.05,4.38
2014.6.2,1241.66,-15.87
2014.5.30,1257.53,-0.01
2014.5.29,1257.54,-6.87
2014.5.28,1264.4,-21.59
2014.5.27,1285.99,-6.56
2014.5.26,1292.56,-1.85
2014.5.23,1294.41,0.58
2014.5.22,1293.83,-0.67
2014.5.21,1294.5,1.27
2014.5.20,1293.22,-3.39
2014.5.19,1296.62,0.86
2014.5.16,1295.76,-6.1
2014.5.15,1301.86,8.09
2014.5.14,1293.77,0.95
2014.5.13,1292.82,3.45
2014.5.12,1289.37,-1.83
2014.5.9,1291.2,-0.49
2014.5.8,1291.69,-19.66
2014.5.7,1311.35,28.52
2014.5.2,1282.83,-10.56
2014.4.30,1293.39,-2.12
2014.4.29,1295.52,-7
2014.4.28,1302.51,9.19
2014.4.25,1293.33,8.12
2014.4.24,1285.2,0.9
2014.4.23,1284.31,-5.21
2014.4.22,1289.52,3.21
2014.4.21,1286.3,-15.4
2014.4.17,1301.7,4.49
2014.4.16,1297.21,-22.55
2014.4.15,1319.77,-8.63
2014.4.14,1328.4,7.92
2014.4.11,1320.48,3.81
2014.4.10,1316.67,3.38
2014.4.9,1313.3,4.86
2014.4.8,1308.44,7.26
2014.4.7,1301.18,13.86
2014.4.4,1287.32,-5.57
2014.4.3,1292.89,9.96
2014.4.2,1282.92,-2.48
2014.4.1,1285.4,-10.35
2014.3.31,1295.75,0.53
2014.3.28,1295.22,-8.89
2014.3.27,1304.12,-10.09
2014.3.26,1314.2,0.93
2014.3.25,1313.28,-14.59
2014.3.24,1327.87,-6.08
