날짜,종가,대비,시가,고가,저가,거래량,거래대금
2018.3.28,46170,-330,46500,46510,46160,16523,765811950
2018.3.27,46500,-250,46520,46750,46490,16875,787325350
2018.3.26,46750,250,47000,47000,46690,30181,1412401960
2018.3.23,46500,660,46290,46580,46260,31522,1465008630
2018.3.22,45840,390,45800,45910,45760,15232,697909990
2018.3.21,45450,30,45360,45500,45320,11828,537340230
2018.3.20,45420,60,45410,45620,45410,7583,345361160
2018.3.19,45360,-70,45430,45450,45310,13167,597441280
2018.3.16,45430,-160,45590,45590,45400,13943,633563390
2018.3.15,45590,-80,45540,45650,45540,7306,333186320
2018.3.14,45670,170,45590,45710,45580,6558,299341470
2018.3.13,45500,30,45470,45630,45400,10470,476545430
2018.3.12,45470,-50,45600,45600,45430,12914,587213670
2018.3.9,45520,-280,45900,45900,45430,14248,648896120
2018.3.8,45800,-170,45970,45970,45650,17593,805557420
2018.3.7,45970,-30,46020,46230,45970,9835,453376170
2018.3.6,46000,-280,46210,46210,45890,10531,483856440
2018.3.5,46280,280,46050,46390,46050,12141,561574690
2018.3.2,46000,0,46380,46380,45900,10098,464415890
2018.2.28,46000,-110,46110,46300,45870,38666,1780174350
2018.2.27,46110,-200,46250,46250,46030,10885,502155640
2018.2.26,46310,60,46230,46340,46050,15841,731023600
2018.2.23,46250,-100,46370,46380,46220,17689,818457870
2018.2.22,46350,180,46250,47000,46170,11644,539123430
2018.2.21,46170,-220,46290,46300,46020,22156,1021364200
2018.2.20,46390,40,46850,46850,46270,12960,600652140
2018.2.19,46350,-70,46420,46590,46340,15631,726773180
2018.2.14,46420,150,46390,46460,46350,12487,579551390
2018.2.13,46270,70,46210,46270,46070,9076,419391900
2018.2.12,46200,-200,46320,46320,45960,19236,886810040
2018.2.9,46400,340,46500,46600,46310,14712,683359270
2018.2.8,46060,-480,46470,46470,46000,33493,1543985340
2018.2.7,46540,-460,46450,46540,46140,23343,1080255640
2018.2.6,47000,420,46930,47300,46930,66852,3150114240
2018.2.5,46580,-220,46800,46800,46200,17647,823370290
2018.2.2,46800,390,46500,46800,46500,37736,1762425540
2018.2.1,46410,70,46400,46460,46300,15703,728460270
2018.1.31,46340,140,46300,46340,46240,12153,562552750
2018.1.30,46200,-140,46210,46340,46170,13822,638737020
2018.1.29,46340,-80,46260,46400,46260,12746,590732020
2018.1.26,46420,-120,46490,46490,45910,15169,702979240
2018.1.25,46540,340,46330,46560,46330,42842,1991284020
2018.1.24,46200,150,46220,46340,46160,25621,1185118360
2018.1.23,46050,120,45990,46100,45880,23362,1074866370
2018.1.22,45930,190,45750,45970,45750,16984,779251550
2018.1.19,45740,-100,45840,45850,45700,66069,3031288630
2018.1.18,45840,-150,45980,45980,45720,62987,2890727510
2018.1.17,45990,10,45980,46060,45950,13808,635397250
2018.1.16,45980,-20,46100,46100,45980,66848,3074502540
2018.1.15,46000,400,45600,46020,45600,23367,1071883630
2018.1.12,45600,90,45540,45600,45460,21577,982292330
2018.1.11,45510,300,45310,45510,45310,12704,577646600
2018.1.10,45210,-170,45370,45370,45200,7866,355750820
2018.1.9,45380,10,45370,45490,45330,10149,460507670
2018.1.8,45370,130,45240,45410,45240,12697,575749920
2018.1.5,45240,210,45250,45300,45230,9213,417051990
2018.1.4,45030,-170,45260,45260,44980,10526,474229160
2018.1.3,45200,180,45200,45430,45150,19399,878432550
2018.1.2,45020,180,44920,45030,44920,20601,926652300
2017.12.28,44840,340,44650,44850,44650,8783,393444090
2017.12.27,44500,30,44510,44670,44470,15879,706966260
2017.12.26,44470,220,44320,44540,44300,17052,756756610
2017.12.22,44250,-80,44300,44330,44240,64788,2865849740
2017.12.21,44330,80,44200,44410,44200,65395,2885766370
2017.12.20,44250,-50,44300,44340,44210,141232,6250163750
2017.12.19,44300,90,44400,44400,44240,45376,2009392180
2017.12.18,44210,-10,44220,44300,44190,27828,1230334050
2017.12.15,44220,-150,44210,44340,44180,37713,1667506770
2017.12.14,44370,380,44000,44600,44000,19144,846990570
2017.12.13,43990,-210,44430,44430,43950,25198,1110242680
2017.12.12,44200,90,44000,44400,43800,23391,1029341620
2017.12.11,44110,-30,44090,44120,44040,16671,734949800
2017.12.8,44140,-310,44340,44340,44060,39050,1722467290
2017.12.7,44450,-280,44720,44720,44420,34797,1549249570
2017.12.6,44730,100,44610,44730,44440,19915,887141830
2017.12.5,44630,-170,44800,44800,44610,52595,2348802920
2017.12.4,44800,20,44780,44860,44700,28311,1267811060
2017.12.1,44780,-280,45100,45100,44750,43313,1940408990
2017.11.30,45060,-160,45100,46120,44800,22050,989996720
2017.11.29,45220,-170,45420,45500,45190,12176,550946660
2017.11.28,45390,140,45400,45570,45340,30107,1367478920
2017.11.27,45250,10,45200,45300,45150,11725,529887840
2017.11.24,45240,10,45210,45250,45150,15151,684844660
2017.11.23,45230,60,45380,45380,45230,8396,380150740
2017.11.22,45170,-140,45310,45390,45100,39702,1791639160
2017.11.21,45310,-490,45430,45430,45270,25395,1150847180
2017.11.20,45800,340,45710,45850,45300,7218,329773670
2017.11.17,45460,0,45470,45570,45290,26343,1194790900
2017.11.16,45460,-550,45870,45870,45450,34702,1581677910
2017.11.15,46010,-130,46140,46150,46000,23685,1091428070
2017.11.14,46140,-10,46140,46180,46050,10782,497226560
2017.11.13,46150,-120,45900,46160,45900,13509,622663040
2017.11.10,46270,170,46500,46500,46240,6304,291931120
2017.11.9,46100,220,45900,46130,45900,11145,513019390
2017.11.8,45880,70,45980,45980,45830,22146,1016067390
2017.11.7,45810,90,46000,46000,45810,11485,526763400
2017.11.6,45720,-150,45850,45850,45660,15278,698409700
2017.11.3,45870,-80,45950,45950,45720,10720,491211760
2017.11.2,45950,100,45850,45980,45810,11721,538194260
2017.11.1,45850,-340,46190,46190,45700,58129,2661433960
2017.10.31,46190,80,46110,46240,46080,16944,782151670
2017.10.30,46110,-90,46200,46280,46090,15222,702239830
2017.10.27,46200,-230,46150,46300,46050,15951,736611500
2017.10.26,46430,140,46500,46500,46390,4784,222022500
2017.10.25,46290,-210,46300,46500,46250,13942,645813350
2017.10.24,46500,10,46650,46660,46500,9731,453101490
2017.10.23,46490,-290,46580,46610,46450,11166,519699350
2017.10.20,46780,160,46690,46890,46690,7591,355177590
2017.10.19,46620,-150,46710,46760,46580,11459,534686650
2017.10.18,46770,-300,47000,47000,46750,19284,903213560
2017.10.17,47070,-140,47210,47210,47030,21597,1016348800
2017.10.16,47210,60,47200,47320,47160,11772,555827350
2017.10.13,47150,-60,47250,47250,47060,11784,555381010
2017.10.12,47210,140,47070,47230,47050,9287,438302220
2017.10.11,47070,-30,47300,47300,47050,16910,796567140
2017.10.10,47100,-300,47410,47410,47060,23513,1109841530
2017.9.29,47400,40,47450,47540,47400,31491,1494291840
2017.9.28,47360,-100,47460,47510,47200,12873,608997770
2017.9.27,47460,-430,47600,47600,47360,18877,895574660
2017.9.26,47890,880,47800,47910,47670,12415,593540030
2017.9.25,47010,-400,47410,47500,47010,31264,1472442510
2017.9.22,47410,10,47400,47750,47160,11257,533682000
2017.9.21,47400,-300,47580,47580,47300,27457,1301207120
2017.9.20,47700,0,47700,47770,47590,30929,1473950840
2017.9.19,47700,-150,47690,47700,47510,17823,847662840
2017.9.18,47850,-520,48060,48060,47730,30238,1446188450
2017.9.15,48370,260,48510,48680,48360,23878,1158155310
2017.9.14,48110,-160,48260,48260,48010,24122,1160395230
2017.9.13,48270,190,48210,48310,48120,36498,1759634170
2017.9.12,48080,-500,48420,48420,48050,36274,1745339460
2017.9.11,48580,-300,48480,48610,48370,20199,979518270
2017.9.8,48880,530,48690,48950,48690,40673,1986768710
2017.9.7,48350,-300,48540,48540,48290,28133,1360664250
2017.9.6,48650,190,48680,48770,48630,29048,1414474820
2017.9.5,48460,60,48010,48550,48010,29129,1410523970
2017.9.4,48400,830,47900,48430,47900,78578,3796193270
2017.9.1,47570,360,47400,47670,47400,23424,1114475730
2017.8.31,47210,-40,47230,47250,47070,29018,1368629780
2017.8.30,47250,-170,47320,47350,47140,12486,589763570
2017.8.29,47420,680,47300,47620,47300,69655,3310602330
2017.8.28,46740,-20,46640,46770,46640,3825,178774390
2017.8.25,46760,10,46780,46780,46590,10145,473932070
2017.8.24,46750,-50,46990,46990,46740,19113,895541030
2017.8.23,46800,-200,47000,47000,46640,20734,969290630
2017.8.22,47000,-50,47060,47140,46990,13538,637162140
2017.8.21,47050,-70,47120,47120,46820,17047,800414870
2017.8.18,47120,220,47100,47200,47050,39133,1844499960
2017.8.17,46900,290,46620,47000,46620,45699,2142050030
2017.8.16,46610,-430,46720,46720,46340,43316,2015874290
2017.8.14,47040,-170,47340,47340,46820,67185,3157647200
2017.8.11,47210,430,46960,47300,46960,85118,4018256290
2017.8.10,46780,630,46190,46800,46190,114216,5325060160
2017.8.9,46150,490,45660,46150,45660,47161,2169890110
2017.8.8,45660,-10,45730,45730,45600,3521,160706710
2017.8.7,45670,-170,45600,45700,45500,30833,1406828440
2017.8.4,45840,70,45820,45900,45790,26574,1218131930
2017.8.3,45770,90,45680,45810,45680,10880,497920660
2017.8.2,45680,30,45650,45720,45460,6588,300629760
2017.8.1,45650,70,45610,45710,45520,18013,821640960
2017.7.31,45580,190,45740,45800,45510,24867,1136224060
2017.7.28,45390,100,45450,45450,45200,45615,2063336280
2017.7.27,45290,150,45250,45320,45180,5138,232577790
2017.7.26,45140,-40,45180,45180,45020,3841,173227420
2017.7.25,45180,80,45170,45180,45110,4395,198426110
2017.7.24,45100,20,45060,45380,45060,5816,262688290
2017.7.21,45080,60,45030,45110,45020,6955,313359140
2017.7.20,45020,110,44940,45050,44940,2947,132563860
2017.7.19,44910,-50,45060,45060,44880,5931,266790760
2017.7.18,44960,160,44940,45030,44890,7745,348236480
2017.7.17,44800,230,45000,45000,44740,10088,452293970
2017.7.14,44570,-270,44840,44840,44570,57049,2546793340
2017.7.13,44840,-210,44990,44990,44790,28015,1257067290
2017.7.12,45050,50,45010,45090,45000,11268,507439440
2017.7.11,45000,230,45000,45040,44900,9785,439783020
2017.7.10,44770,-680,45200,45200,44770,36109,1622261150
2017.7.7,45450,-200,45600,45630,45430,19288,877379570
2017.7.6,45650,150,45840,45840,45510,7723,351936510
2017.7.5,45500,60,45720,45720,45410,8200,373083380
2017.7.4,45440,-180,45500,45530,45250,23777,1078345830
2017.7.3,45620,-90,45710,45710,45580,35652,1626180200
2017.6.30,45710,-150,45840,45880,45710,7688,351987490
2017.6.29,45860,-70,45930,45930,45700,3957,181338170
2017.6.28,45930,270,45680,45940,45670,10174,466559910
2017.6.27,45660,-90,45580,45680,45360,17488,795572530
2017.6.26,45750,-150,45900,45940,45700,10825,495489370
2017.6.23,45900,-30,45940,45940,45800,6374,292370820
2017.6.22,45930,140,46170,46170,45840,16889,774820470
2017.6.21,45790,280,45570,45830,45570,7184,328446430
2017.6.20,45510,-110,45600,45600,45460,11639,529881970
2017.6.19,45620,-230,45850,45850,45420,12926,588896140
2017.6.16,45850,210,45570,45850,45510,11310,515627670
2017.6.15,45640,-250,45700,45790,45500,15441,704601430
2017.6.14,45890,0,45910,45970,45850,24335,1117427330
2017.6.13,45890,30,45870,45980,45860,15520,712357000
2017.6.12,45860,-90,45960,45960,45770,11355,520301060
2017.6.9,45950,-370,46300,46300,45860,13464,618478160
2017.6.8,46320,-210,46510,46510,46090,12879,597161460
2017.6.7,46530,680,46030,46530,45850,71064,3297848450
2017.6.5,45850,300,45980,45990,45810,31129,1428930980
2017.6.2,45550,-60,45620,45620,45430,8139,370537200
2017.6.1,45610,160,45460,45790,45460,6522,297540930
2017.5.31,45450,-270,45730,45730,45430,5870,266933080
2017.5.30,45720,150,45600,45800,45600,14555,665457350
2017.5.29,45570,350,45220,45570,45220,9728,442798900
2017.5.26,45220,-30,45400,45400,45100,4434,200319760
2017.5.25,45250,50,45300,45300,45170,3809,172340060
2017.5.24,45200,-300,45200,45440,45200,7913,358440450
2017.5.23,45500,300,45310,45520,45200,19618,890304590
2017.5.22,45200,-50,45300,45300,44980,4797,216192760
2017.5.19,45250,-260,45520,45520,45230,11470,519779910
2017.5.18,45510,590,44960,45650,44960,34507,1570015940
2017.5.17,44920,370,44980,44980,44800,10300,462197240
2017.5.16,44550,-190,44740,44740,44370,47462,2112528850
2017.5.15,44740,60,44750,44750,44650,19491,871305170
2017.5.12,44680,80,44700,44720,44500,26262,1171227270
2017.5.11,44600,-200,44870,44870,44460,51700,2304344700
2017.5.10,44800,-110,44940,45000,44700,36090,1616528510
2017.5.8,44910,-270,45180,45200,44900,23591,1060824580
2017.5.4,45180,-640,45580,45580,45180,29354,1331957020
2017.5.2,45820,-350,46130,46130,45750,15948,730808280
2017.4.28,46170,170,46040,46190,45900,8170,375959570
2017.4.27,46000,250,45880,46100,45850,4011,184366710
2017.4.26,45750,-350,46020,46090,45660,10474,479661870
2017.4.25,46100,-210,46350,46550,46100,14613,676921630
2017.4.24,46310,-450,46760,46760,46290,18072,838151190
2017.4.21,46760,-130,46890,46900,46660,17710,828492050
2017.4.20,46890,-100,46900,47010,46860,21839,1024361920
2017.4.19,46990,150,47000,47110,46950,39127,1840635040
2017.4.18,46840,-30,46800,46920,46360,24774,1158170580
2017.4.17,46870,30,47030,47050,46870,35578,1671214180
2017.4.14,46840,340,46500,46960,46500,34539,1619853260
2017.4.13,46500,-340,46900,46900,46480,26493,1238634360
2017.4.12,46840,560,46500,47000,46500,40586,1903103470
2017.4.11,46280,110,46170,46300,46120,27276,1261147190
2017.4.10,46170,70,45990,46180,45940,15539,716440010
2017.4.7,46100,380,45690,46300,45600,32271,1486168060
2017.4.6,45720,170,45560,45770,45560,32361,1479035100
2017.4.5,45550,270,45350,45550,45350,26530,1205990990
2017.4.4,45280,340,45140,45350,45140,35774,1613191450
2017.4.3,44940,-20,45100,45100,44860,48353,2172123370
2017.3.31,44960,-140,45000,45000,44880,14840,666573950
2017.3.30,45100,120,45140,45140,44850,11968,538604460
2017.3.29,44980,-20,45140,45140,44890,43034,1939704360
2017.3.28,45000,-230,45200,45200,44980,10090,454601110
2017.3.27,45230,130,45100,45230,45100,5807,262366940
2017.3.24,45100,70,45090,45100,45040,3505,157977240
2017.3.23,45030,-60,45140,45140,44970,8369,376789720
2017.3.22,45090,610,44950,45190,44900,12634,569744540
2017.3.21,44480,-240,44800,44800,44300,32051,1423589190
2017.3.20,44720,-180,44850,44910,44700,12965,581103660
2017.3.17,44900,60,44900,44900,44800,12574,563766340
2017.3.16,44840,280,44800,44960,44650,13301,595133470
2017.3.15,44560,-140,44700,44780,44500,42916,1913152020
2017.3.14,44700,20,44750,44750,44620,28823,1287572610
2017.3.13,44680,-100,44850,44850,44670,31382,1403810150
2017.3.10,44780,-190,45000,45000,44740,29388,1317896830
2017.3.9,44970,-80,45050,45090,44970,21132,951238940
2017.3.8,45050,-430,45400,45410,44970,37810,1703330370
2017.3.7,45480,-370,45800,45870,45400,33559,1528740600
2017.3.6,45850,170,45850,45900,45680,31927,1463087630
2017.3.3,45680,-120,45600,45800,45540,11465,523322410
2017.3.2,45800,130,45650,45850,45650,18547,848845560
2017.2.28,45670,-90,45630,45750,45610,13559,619424300
2017.2.27,45760,210,45690,45850,45690,25921,1186148580
2017.2.24,45550,150,45800,45800,45480,21149,963602230
2017.2.23,45400,-100,45500,45500,45370,14979,680668870
2017.2.22,45500,-100,45590,45590,45400,13512,614605960
2017.2.21,45600,0,45600,45660,45580,3696,168537870
2017.2.20,45600,-100,45700,45800,45600,13044,595413610
2017.2.17,45700,300,45450,45740,45450,9852,449808940
2017.2.16,45400,160,45290,45400,45210,11241,509692290
2017.2.15,45240,-300,45350,45450,45190,15901,720100360
2017.2.14,45540,-250,45600,45630,45320,22938,1042701020
2017.2.13,45790,200,45600,45820,45600,25100,1149248650
2017.2.10,45590,-230,45800,45800,45500,12148,553699840
2017.2.9,45820,240,45560,45830,45560,11970,548091120
2017.2.8,45580,80,45460,45610,45460,7701,350866400
2017.2.7,45500,530,45040,45550,45040,26786,1214212430
2017.2.6,44970,-30,45020,45120,44950,31452,1414960380
2017.2.3,45000,-80,45110,45140,44910,18398,827913710
2017.2.2,45080,-90,45200,45200,45000,14634,659224240
2017.2.1,45170,90,45500,45500,45070,7483,337801590
2017.1.31,45080,280,45310,45310,45050,14812,669087780
2017.1.26,44800,-490,45280,45280,44720,28126,1262362570
2017.1.25,45290,-350,45650,45650,45250,23913,1085971590
2017.1.24,45640,-80,45730,45730,45570,15302,698079030
2017.1.23,45720,100,45920,45920,45670,24567,1123154990
2017.1.20,45620,-70,45790,45790,45590,18018,822806950
2017.1.19,45690,0,45790,45900,45550,19167,875490620
2017.1.18,45690,-210,45900,46000,45650,27646,1264289220
2017.1.17,45900,0,45900,46120,45890,20532,944273210
2017.1.16,45900,460,45450,45900,45440,5935,271890150
2017.1.13,45440,-360,45750,45770,45400,50682,2306069640
2017.1.12,45800,-50,45950,45950,45600,20480,935813730
2017.1.11,45850,50,45990,45990,45790,24046,1102593480
2017.1.10,45800,90,45800,45920,45700,36746,1682240140
2017.1.9,45710,270,45820,45850,45560,28607,1306541300
2017.1.6,45440,40,45600,45600,45340,36141,1641363860
2017.1.5,45400,-330,45900,45900,45300,37121,1692524610
2017.1.4,45730,170,45900,45910,45650,34963,1600726580
2017.1.3,45560,60,45550,45600,45480,18257,831468080
2017.1.2,45500,300,45500,45680,45430,24270,1105367890
2016.12.29,45200,390,45020,45350,45020,30891,1396853540
2016.12.28,44810,250,44640,44890,44640,15891,712493110
2016.12.27,44560,60,44600,44600,44260,46256,2034627440
2016.12.26,44500,380,44210,44750,44210,62444,2747478470
2016.12.23,44120,170,44220,44220,43970,6397,281730680
2016.12.22,43950,-40,43920,44100,43800,16366,718219770
2016.12.21,43990,60,43930,43990,43720,35275,1548675330
2016.12.20,43930,140,43820,44000,43780,24573,1077711880
2016.12.19,43790,320,43510,44190,43510,17889,784457930
2016.12.16,43470,-250,43800,43800,43400,29745,1295962170
2016.12.15,43720,-230,43950,43950,43300,38904,1697216420
2016.12.14,43950,60,43900,44090,43620,41351,1810828980
2016.12.13,43890,-110,44300,44600,43800,37990,1668376010
2016.12.12,44000,-500,44500,44840,43900,31291,1380300310
2016.12.9,44500,-280,44780,45080,44490,25358,1133042710
2016.12.8,44780,30,45000,45100,44600,76532,3419453300
2016.12.7,44750,-330,44900,45290,44650,17687,795098200
2016.12.6,45080,310,44770,45110,44390,23968,1072539760
2016.12.5,44770,40,45000,45300,44770,36355,1633910120
2016.12.2,44730,0,44650,44800,44600,21710,970435130
2016.12.1,44730,-370,45100,45100,44640,32427,1451858450
2016.11.30,45100,-180,45250,45320,45050,13847,625852680
2016.11.29,45280,-50,45450,45450,45150,16257,735997980
2016.11.28,45330,180,45900,45900,45200,10856,491993390
2016.11.25,45150,-360,45590,45590,45080,30998,1399358280
2016.11.24,45510,-690,45700,45710,45360,66203,3015144120
2016.11.23,46200,-160,46270,46330,46000,12545,578893860
2016.11.22,46360,-130,46880,46880,46300,11462,531552450
2016.11.21,46490,190,46300,46500,46080,14513,672639750
2016.11.18,46300,-400,46700,46700,46150,23965,1108731600
2016.11.17,46700,80,46600,46740,46400,3632,169290060
2016.11.16,46620,70,46550,46620,46480,17792,827991950
2016.11.15,46550,300,46000,46580,46000,37850,1758274180
2016.11.14,46250,-1100,46490,46530,45940,57599,2657338730
2016.11.11,47350,-150,47160,47600,47110,18075,854911880
2016.11.10,47500,-1430,47750,47750,47300,47756,2271302780
2016.11.9,48930,1940,46800,49500,46400,118325,5762366130
2016.11.8,46990,-410,47100,47300,46930,10656,501551830
2016.11.7,47400,-400,47780,47780,47400,12759,607195240
2016.11.4,47800,-30,47830,48100,47800,11372,545231270
2016.11.3,47830,80,48100,48100,47800,20026,960400950
2016.11.2,47750,600,47300,47900,47300,17314,824404630
2016.11.1,47150,110,47280,47330,47000,5982,281953230
2016.10.31,47040,130,47200,47320,47040,7961,375837280
2016.10.28,46910,210,46700,47070,46700,15993,750506410
2016.10.27,46700,50,46520,46700,46500,2784,129722780
2016.10.26,46650,330,46500,46690,46490,7453,347314450
2016.10.25,46320,60,46400,46430,46300,3994,185051210
2016.10.24,46260,-20,46300,46450,46260,9148,424195760
2016.10.21,46280,120,46160,46300,46130,10377,479660300
2016.10.20,46160,430,45870,46300,45870,22068,1013436970
2016.10.19,45730,-170,46000,46000,45730,7485,343002200
2016.10.18,45900,-350,46250,46250,45890,7838,360542580
2016.10.17,46250,260,45990,46300,45990,6461,297997630
2016.10.14,45990,-210,46200,46200,45800,8805,405620310
2016.10.13,46200,530,45700,46200,45670,4687,214843410
2016.10.12,45670,80,45590,45670,45510,4253,193962670
2016.10.11,45590,230,45360,45620,45150,8799,398821720
2016.10.10,45360,60,45800,45800,45320,14988,680798480
2016.10.7,45300,-250,45440,45450,45250,20586,932718620
2016.10.6,45550,-320,45850,45850,45480,23246,1058890400
2016.10.5,45870,-1030,46000,46020,45610,25911,1187432150
2016.10.4,46900,-150,47050,47050,46650,11249,526127600
2016.9.30,47050,140,47100,47300,46970,23743,1120010070
2016.9.29,46910,-80,46900,47070,46770,11051,518625600
2016.9.28,46990,-380,47290,47290,46880,27231,1279746770
2016.9.27,47370,-400,47780,48130,47300,14880,707625340
2016.9.26,47770,170,47700,47830,47670,11583,552475580
2016.9.23,47600,100,47700,47750,47500,9097,433217130
2016.9.22,47500,-350,47700,47700,47420,12235,581757960
2016.9.21,47850,250,47480,48500,47310,29568,1403340070
2016.9.20,47600,0,47450,47800,47400,24422,1164445400
2016.9.19,47600,-410,47600,47770,47500,28113,1339237950
2016.9.13,48010,310,47600,48020,47530,17520,836426850
2016.9.12,47700,200,48640,48640,47590,13106,624301260
2016.9.9,47500,-100,47370,47730,47370,13062,620416990
2016.9.8,47600,-60,47440,47630,47350,9152,435128090
2016.9.7,47660,310,47570,47760,47570,7509,358138710
2016.9.6,47350,0,47400,47550,47210,8085,382223990
2016.9.5,47350,50,47500,47550,47320,12228,579524290
2016.9.2,47300,-10,47360,47500,47300,8651,409577720
2016.9.1,47310,10,47300,47490,47200,5037,238247490
2016.8.31,47300,-440,47620,47620,47240,15761,746631880
2016.8.30,47740,-180,47920,47950,47730,3862,184592820
2016.8.29,47920,260,47680,48190,47680,12254,586083720
2016.8.26,47660,-160,47800,47800,47570,14813,705838170
2016.8.25,47820,-480,48090,48090,47820,10772,515849850
2016.8.24,48300,100,48200,48490,48000,3356,162223060
2016.8.23,48200,-240,48400,48500,48150,7208,348249610
2016.8.22,48440,-60,47910,48480,47910,13270,642262670
2016.8.19,48500,200,48500,48740,48130,14439,698737110
2016.8.18,48300,220,48350,48500,48300,5401,261354280
2016.8.17,48080,340,47750,48080,47700,2803,134249530
2016.8.16,47740,-60,47600,47800,47590,8906,424599630
2016.8.12,47800,-50,47850,47890,47520,8340,397939140
2016.8.11,47850,-60,48100,48100,47770,13928,666325510
2016.8.10,47910,170,47810,48080,47800,13013,624033320
2016.8.9,47740,-250,47900,48060,47740,16540,791912750
2016.8.8,47990,-840,48580,48580,47980,36729,1767939250
2016.8.5,48830,80,48900,49000,48700,6619,323485070
2016.8.4,48750,-420,49100,49100,48630,7379,359830380
2016.8.3,49170,620,49000,49170,48810,34364,1684007090
2016.8.2,48550,-100,48920,48930,48400,19598,951376060
2016.8.1,48650,120,48800,48950,48610,7869,384028120
2016.7.29,48530,-110,48640,48760,48460,15071,732699610
2016.7.28,48640,320,48500,48750,48500,12290,597959740
2016.7.27,48320,-130,48510,48640,48200,14115,682663620
2016.7.26,48450,60,48460,48800,48400,9443,458525350
2016.7.25,48390,-190,48580,48650,48370,11010,533540450
2016.7.22,48580,180,48850,48860,48570,12718,619136230
2016.7.21,48400,-470,48500,48900,48300,14402,697118130
2016.7.20,48870,170,49050,49070,48870,13798,675768160
2016.7.19,48700,100,49040,49040,48580,17028,829166110
2016.7.18,48600,-20,48630,48800,48400,25366,1233177670
2016.7.15,48620,-330,48950,48950,48350,37818,1838878860
2016.7.14,48950,-260,49930,49930,48950,33433,1645915950
2016.7.13,49210,-700,49250,49300,48900,33870,1664359950
2016.7.12,49910,-380,50100,50290,49850,10848,541854190
2016.7.11,50290,-210,50500,50700,50250,15879,801120070
2016.7.8,50500,-70,50490,50560,50160,14535,732662580
2016.7.7,50570,-340,50890,50890,50550,20266,1028108950
2016.7.6,50910,1160,50610,50950,50350,62235,3160506900
2016.7.5,49750,200,49600,49900,49600,22641,1127138810
2016.7.4,49550,610,49050,49800,49050,26500,1312955320
2016.7.1,48940,260,48710,48980,48710,12008,587117330
2016.6.30,48680,-420,48550,48920,48550,15058,733063640
2016.6.29,49100,-280,48700,49300,48640,35254,1729289880
2016.6.28,49380,-820,50300,50500,49350,30502,1520220100
2016.6.27,50200,780,49960,50520,49960,56136,2823463520
2016.6.24,49420,2370,47100,49550,46580,62929,3084283990
2016.6.23,47050,50,47110,47220,46850,17837,836889190
2016.6.22,47000,-870,47140,47450,47000,19372,913490140
2016.6.21,47870,330,47550,47980,47130,8947,426790790
2016.6.20,47540,-470,48020,48210,47400,21755,1039388140
2016.6.17,48010,-1110,45900,48290,45000,102494,4815245560
2016.6.16,49120,220,49000,49140,48950,16451,806935840
2016.6.15,48900,220,48680,49000,48680,11204,548076490
2016.6.14,48680,180,48980,48980,48500,14322,697970830
2016.6.13,48500,-980,48950,49010,48290,42746,2074411650
2016.6.10,49480,2290,47220,49650,47220,128275,6276636510
2016.6.9,47190,290,47100,47250,46840,14692,692666500
2016.6.8,46900,20,46490,47000,46490,6630,310347960
2016.6.7,46880,530,46770,47020,46750,17604,825788410
2016.6.3,46350,-280,46640,46640,46150,10676,495297450
2016.6.2,46630,-180,46130,47040,46130,3583,166711730
2016.6.1,46810,190,46620,46990,46620,3102,145314540
2016.5.31,46620,200,46550,46650,46270,5885,273515810
2016.5.30,46420,-210,46630,46630,46200,6389,296166860
2016.5.27,46630,-400,47080,47080,46300,16086,749658480
2016.5.26,47030,30,47360,47360,46770,11438,537568770
2016.5.25,47000,-750,47500,47500,46850,16189,761387280
2016.5.24,47750,-140,47890,47890,47620,3988,190311170
2016.5.23,47890,-60,47900,47900,47500,9355,446580520
2016.5.20,47950,-50,47740,47960,47730,5761,275859760
2016.5.19,48000,-230,48230,48250,47500,10290,493831230
2016.5.18,48230,140,48090,48350,48090,16989,819552660
2016.5.17,48090,-110,47910,48150,47910,6215,298751770
2016.5.16,48200,510,48100,48260,47750,14774,710965360
2016.5.13,47690,160,47850,47850,47100,4331,206497490
2016.5.12,47530,90,47950,47950,47530,7252,346174020
2016.5.11,47440,40,47400,47600,47020,13710,650007810
2016.5.10,47400,-450,47480,47600,47120,11493,544471130
2016.5.9,47850,650,47530,48000,47310,15815,755450260
2016.5.4,47200,170,47030,47460,47010,5386,253801310
2016.5.3,47030,-230,47210,47300,47030,6859,323249210
2016.5.2,47260,640,46810,47380,46810,11542,545863740
2016.4.29,46620,440,46680,46680,46300,8745,406839310
2016.4.28,46180,-10,46740,46740,45950,8809,405600010
2016.4.27,46190,200,45990,46200,45960,2686,123745690
2016.4.26,45990,-10,46280,46300,45990,6886,317855560
2016.4.25,46000,0,46000,46000,45650,1698,77940850
2016.4.22,46000,70,45940,46390,45800,4722,217043990
2016.4.21,45930,50,46000,46000,45810,5391,247216230
2016.4.20,45880,430,46190,46190,45730,8175,375041420
2016.4.19,45450,-600,45940,45940,45450,13775,627764740
2016.4.18,46050,200,46450,46450,45550,6009,276706360
2016.4.15,45850,-150,46000,46000,45630,10665,487960250
2016.4.14,46000,-530,46000,46300,46000,13065,601443320
2016.4.12,46530,170,46750,46890,46420,8795,409234650
2016.4.11,46360,170,46400,46500,46360,7366,342005600
2016.4.8,46190,240,46490,46490,46150,3134,144792890
2016.4.7,45950,150,45400,46000,45400,4800,219725350
