날짜,종가,대비,시가,고가,저가,거래량,거래대금
2014.4.9,44440,-260,44560,44560,44290,1937,86084060
2014.4.8,44700,-90,44600,44700,44490,1986,88503100
2014.4.7,44790,580,44600,44800,44600,3253,145677110
2014.4.4,44210,-440,44340,44340,44180,6118,270410370
2014.4.3,44650,500,44180,44680,44180,1557,69462610
2014.4.2,44150,-350,44260,44300,44150,3561,157512730
2014.4.1,44500,-460,44320,44500,44320,3296,146292700
2014.3.31,44960,10,44960,45030,44940,6231,280262940
2014.3.28,44950,-590,45020,45100,44500,2663,119828970
2014.3.27,45540,-520,45800,45820,45540,2197,100374800
2014.3.26,46060,-170,46100,46100,46000,3074,141550730
2014.3.25,46230,-720,46400,46420,46000,4190,193841390
2014.3.24,46950,620,46950,47400,46730,5978,280755190
